1;Nirvana;Nevermind;Grunge;40.00; 1;13;Smells Like Teen Spirit;5:01;In Bloom;4:14;Come as You Are;3:38;Breed;3:03;Lithium;4:16;Polly;2:56;Territorial Pissings;2:23;Drain You;3:43;Lounge Act;2:36;Stay Away;3:32;On a Plain;3:16;Something in the Way;3:52;Endless Nameless;6:44;
2;Men At Work;Contraband: The Best Of Men At Work;New Wave;30.0;4;16;Who Can It Be Now?;3.21;Down Under;3.41;It's a Mistake;4.32;Hard Luck Story;3.42;Still Life;3.50;Underground;3.03;Upstairs In My House;4.01;I Like To;4.25;High Wire;3.00;Maria;4.34;Be Good Johnny;3.34;Dr. Heckyll & Mr. Jive;4.37;Overkill;3.44;Man With Two Hearts;3.55;Snakes and Ladders;3.17;Down By the Sea;6.49;
3;Guns N' Roses;Appetite for Destruction;Hard Rock;27.0;12;12; Welcome to the Jungle; 4.31;It's So Easy; 3.21;Nightrain; 4.26;Out Ta Get Me; 4.20;Mr. Brownstone; 3.46;Paradise City; 6.46;My Michelle; 3.39;Think About You; 3.50;Sweet Child O' Mine; 5.55;You're Crazy; 3.25;Anything Goes; 3.25;Rocket Queen; 6.13;
4;Iron Maiden;Iron Maiden;Heavy Metal;48.00;6;8;Prowler;3.56;Remember Tomorrow;5.29; Running Free;3.17;Phantom of the Opera;7.08;Transylvania;4.19;Strange World;5.32;Charlotte the Harlot;4.13;Iron Maiden;3.36;
5;AC/DC;Back in Black;Hard Rock;40.0;3;10;Hells Bells;5.09;Shoot to Thrill;5.14;What Do You Do for Money Honey;3.33;Given the Dog a Bone;3.30;Let Me Put My Love Into You;4.12;Back in Black;4.13;You Shook Me All Night Long;3.28;Have a Drink On Me;3.57;Shake a Leg;4.03;Rock and Roll Ain't Noise Pollution;4.12;
6;Pink Floyd;The Dark Side Of The Moon;Psychedelic Rock;39.90;5;10;Speak to Me;1.30;Breathe;2.43;On the Run;3.30;Time;6.53;The Great Gig in the Sky;4.15;Money;6.30;Us and Them;7.51;Any Colour You Like;3.24;Brain Damage;3.50;Eclipse;1.45;
7;Green Day;Dookie;Punk Rock;22;9;14;Burnout;2.08;Having a Blast;2.45;Chump;2.54;Long View;3.59;Welcome to Paradise;3.45;Pulling Teeth;2.31;Basket Case;3.03;She;2.14;Sassafras Roots;2.38;When I Come Around;2.58;Coming Clean;1.35;Emenius Sleepus;1.44;In the End;1.46;F.O.D.;5.47;
8;Pearl Jam;Ten;Grunge;25;10;12;Once;3.51;Even Flow;4.54;Alive;5.41;Why Go;3.20;Black;5.42;Jeremy;5.18;Oceans;2.42;Porch;3.31;Garden;4.59;Deep;4.18; Release;4.50;Master/Slave;4.20;
9;Foo Fighters;Greatest Hits - Foo Fighters;Grunge;40.0;9;16;All My Life;4.24;Best of You;4.16; Everlong;4.10;The Pretender;4.28;My Hero;4.20;Learn to Fly;3.55;Times Like These;4.26;Monkey Wrench;3.51;Big Me;2.13;Breakout;3.21;Long Road to Ruin;3.44; This Is a Call;3.52;Skin and Bones;3.35;Wheels;4.38;Word Forward;3.46;Everlong;6.37;
10;The Doors;The Doors;Psychedelic Rock;39.99;1;11;Break On Through To the Other Side;2.29;Soul Kitchen;3.35;The Crystal Ship;2.34;Twentieth Century Fox;2.33;Alabama Song Whisky Bar;3.20;Light My Fire;7.06;Back Door Man;3.34;I Looked at You;2.22;End of the Night;2.52;Take It As It Comes;2.17;The End;11.41
11;Alanis Morissette;Jagged Little Pill;Pop Rock;59.90;2;13;All I Really Want;4.46;You Oughta Know;4.09;Perfect;3.08;Hand in My Pocket;3.42;Right Through You;2.56;Forgiven;5.00;You Learn;4.00;Head Over Feet;4.27;Mary Jane;4.40;Ironic;3.50;Not the Doctor;3.48;Wake Up;4.53;You Oughta Know;8.12;
12;Queen;Bohemian Rhapsody;Hard Rock; 59.90;1;19;20th Century Fox Fanfare;0.25;Somebody to Love;4.56;Doing All Right;3.17;Keep Yourself Alive;3.56;Killer Queen;2.59;Fat Bottomed Girls;4.38;Bohemian Rhapsody;5.55;Now I'm Here;4.26;Crazy Little Thing Called Love;2.43;Love of My Life;4.29;We Will Rock You;2.09;Another One Bites the Dust;3.35;I Want to Break Free;3.43;Under Pressure;4.04;Who Wants to Live Forever;5.15;Bohemian Rhapsody ;2.28;Radio Ga Ga;2.28;Ay-Oh;0.41;Hammer to Fall;4.04;We Are the Champions;3.57;Don't Stop Me Now;3.38;The Show Must Go On;4.32;
13;Bon Jovi;Slippery When Wet;Pop Rock;71.90;1;10;Let It Rock;5.26;You Give Love a Bad Name;3.43;Livin' On a Prayer;4.09;Social Disease;4.18;Wanted Dead Or Alive;5.09;Raise Your Hands;4.17;Without Love;3.31;I'd Die for You;4.31;Never Say Goodbye;4.49;Wild in the Streets;3.54;
14;The Cure;The Head On the Door;New wave;61.90;3;10;In Between Days;2.57;Kyoto Song;4.16;The Blood;3.43;Six Different Ways;3.18;Push;4.31;The Baby Screams;3.44;Close to Me;3.23;A Night Like This;4.16;Screw;2.38;Sinking;4.57;
15; Dire Straits; Brothers in Arms;Blues Rock;89.90;1;9;So Far Away;5.12;Money for Nothing;8.26;Walk of Life;4.12;Your Latest Trick;6.34;Why Worry;8.31;Ride Across the River;6.58;The Man's Too Strong;4.40;One World;3.41;Brothers in Arms;7.00;
