1;Nirvana;Nevermind;Grunge;40.00;1;13;Smells Like Teen Spirit;5:01;In Bloom;4:14;Come as You Are;3:38;Breed;3:03;Lithium;4:16;Polly;2:56;Territorial Pissings;2:23;Drain You;3:43;Lounge Act;2:36;Stay Away;3:32;On a Plain;3:16;Something in the Way;3:52;Endless Nameless;6:44;
2;Men At Work;Contraband: The Best Of Men At Work;New Wave;30.0;4;16;Who Can It Be Now?;3.21;Down Under;3.41;It's a Mistake;4.32;Hard Luck Story;3.42;Still Life;3.50;Underground;3.03;Upstairs In My House;4.01;I Like To;4.25;High Wire;3.00;Maria;4.34;Be Good Johnny;3.34;Dr. Heckyll & Mr. Jive;4.37;Overkill;3.44;Man With Two Hearts;3.55;Snakes and Ladders;3.17;Down By the Sea;6.49; 
3;Guns N' Roses;Appetite for Destruction;Hard Rock;27.0;12;12;Welcome to the Jungle; 4.31;It's So Easy; 3.21;Nightrain; 4.26;Out Ta Get Me; 4.20;Mr. Brownstone; 3.46;Paradise City; 6.46;My Michelle; 3.39;Think About You; 3.50;Sweet Child O' Mine; 5.55;You're Crazy; 3.25;Anything Goes; 3.25;Rocket Queen; 6.13;
4;Iron Maiden;Iron Maiden;Heavy Metal;48.00;6;8;Prowler;3.56;Remember Tomorrow;5.29;Running Free;3.17;Phantom of the Opera;7.08;Transylvania;4.19;Strange World;5.32;Charlotte the Harlot;4.13;Iron Maiden;3.36;  
